state,year,month,district,type,count,amount,source_path
Chhattisgarh,2023,3,kabirdham district,TOTAL,5755831,6456489928.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,surguja district,TOTAL,10418990,12367549277.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,dantewada district,TOTAL,2610446,3891216445.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,gariyaband district,TOTAL,3503215,4618354051.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,durg district,TOTAL,30518239,36454227676.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,rajnandgaon district,TOTAL,10792121,14242094539.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,raipur district,TOTAL,60246482,74957335333.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,narayanpur district,TOTAL,1046451,1549573419.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,kanker district,TOTAL,5069290,7268253071.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,korea district,TOTAL,5423770,6626755027.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,mungeli district,TOTAL,4049961,4927292067.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,bilaspur district,TOTAL,29954762,33373211751.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,balrampur district,TOTAL,4724066,6520858748.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,bijapur district,TOTAL,2119985,3227286272.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,bemetara district,TOTAL,4527970,5624889453.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,bastar district,TOTAL,7993185,10281497026.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,kondagaon district,TOTAL,3226589,4364853221.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,3,mahasamund district,TOTAL,8660225,11743403877.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\3.json
Chhattisgarh,2023,4,dhamtari district,TOTAL,5315268,7955653750.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,korba district,TOTAL,19726650,22276819296.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,surajpur district,TOTAL,6623820,7690684428.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,baloda bazar district,TOTAL,11419243,14730630630.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,sukma district,TOTAL,1929446,3297943517.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,raigarh district,TOTAL,21979370,26600453833.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,janjgir champa district,TOTAL,17898423,20779991262.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,jashpur district,TOTAL,6005195,8200405342.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,balod district,TOTAL,5051646,6796035207.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,kabirdham district,TOTAL,6394170,7422827410.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,surguja district,TOTAL,12245136,14539598411.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,dantewada district,TOTAL,3080510,4628960806.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,gariyaband district,TOTAL,3871279,5350636287.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,durg district,TOTAL,33934555,41327809019.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,rajnandgaon district,TOTAL,12172390,16545526589.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,raipur district,TOTAL,65920222,83942581882.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,narayanpur district,TOTAL,1278342,1895980333.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,kanker district,TOTAL,5810825,8536319018.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,korea district,TOTAL,6169209,7494509463.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,mungeli district,TOTAL,4768058,5767325811.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,bilaspur district,TOTAL,34002727,38440929490.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,balrampur district,TOTAL,5631617,8019807502.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,bijapur district,TOTAL,2513720,3762300646.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,bemetara district,TOTAL,5236731,6983533299.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,bastar district,TOTAL,9247329,12093466910.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,kondagaon district,TOTAL,3718769,5136207773.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2023,4,mahasamund district,TOTAL,9931682,13768096631.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2023\4.json
Chhattisgarh,2024,1,dhamtari district,TOTAL,5903518,9086400135.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,korba district,TOTAL,22849476,25663966825.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,surajpur district,TOTAL,7598162,9019904257.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,baloda bazar district,TOTAL,13410704,17818647962.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,sukma district,TOTAL,2140706,3559334668.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,raigarh district,TOTAL,26078375,33250809217.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,janjgir champa district,TOTAL,20829462,25175613835.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,jashpur district,TOTAL,7068728,10398662011.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,balod district,TOTAL,5589000,7809254688.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,kabirdham district,TOTAL,7383975,8867854814.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,surguja district,TOTAL,14014653,16591023974.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,dantewada district,TOTAL,3412567,4925316180.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,gariyaband district,TOTAL,4524375,6650680024.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,durg district,TOTAL,37656214,44914229955.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,rajnandgaon district,TOTAL,13715399,18674634970.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,raipur district,TOTAL,73645333,91845650100.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,narayanpur district,TOTAL,1421201,2062709615.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,kanker district,TOTAL,6525306,9687445421.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,korea district,TOTAL,6931641,8465472964.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,mungeli district,TOTAL,5608015,7027921494.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,bilaspur district,TOTAL,38344460,42919210531.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,balrampur district,TOTAL,6381033,9322972672.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,bijapur district,TOTAL,2840073,4038771729.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,bemetara district,TOTAL,6142404,8331359315.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,bastar district,TOTAL,10504047,13423400993.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,kondagaon district,TOTAL,4137033,5865297151.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,1,mahasamund district,TOTAL,11520824,17613264401.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\1.json
Chhattisgarh,2024,2,dhamtari district,TOTAL,6710301,9528089099.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,korba district,TOTAL,25631451,27635789393.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,surajpur district,TOTAL,8350946,9720603615.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,baloda bazar district,TOTAL,15591087,18731814571.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,sukma district,TOTAL,2389307,3924786003.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,raigarh district,TOTAL,28937642,33856896261.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,janjgir champa district,TOTAL,23776475,27188841231.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,jashpur district,TOTAL,8068063,10824792297.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,balod district,TOTAL,6379288,8348428154.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,kabirdham district,TOTAL,8209946,9677912468.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,surguja district,TOTAL,15483986,18168919373.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,dantewada district,TOTAL,3851811,5328987120.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,gariyaband district,TOTAL,4977860,6270783283.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,durg district,TOTAL,41809604,48559625064.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,rajnandgaon district,TOTAL,15652358,20461063520.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,raipur district,TOTAL,82938435,98707469787.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,narayanpur district,TOTAL,1622842,2308983368.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,kanker district,TOTAL,7426940,10647585295.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,korea district,TOTAL,7833061,9297858583.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,mungeli district,TOTAL,6539306,7806151677.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,bilaspur district,TOTAL,43384861,47479939811.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,balrampur district,TOTAL,7195693,10245413058.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,bijapur district,TOTAL,3276254,4916443001.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,bemetara district,TOTAL,6869906,8942206214.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,bastar district,TOTAL,11702394,14313278139.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,kondagaon district,TOTAL,4710841,6444327765.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,2,mahasamund district,TOTAL,12727047,16976444269.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\2.json
Chhattisgarh,2024,3,dhamtari district,TOTAL,7140989,9439881294.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,korba district,TOTAL,27251243,27231080183.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,surajpur district,TOTAL,8760244,9597145600.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,khairagarh chhuikhadan gandai district,TOTAL,2823086,3253456441.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,sukma district,TOTAL,2634035,4199251396.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,raigarh district,TOTAL,27086288,28456780372.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,sakti district,TOTAL,9600513,10339912159.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,janjgir champa district,TOTAL,15508264,16780058409.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,jashpur district,TOTAL,8100184,9647605368.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,balod district,TOTAL,6789351,8164315461.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,kabirdham district,TOTAL,8650401,9356454106.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,balodabazar bhatapara district,TOTAL,13995862,15533238990.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,surguja district,TOTAL,16072491,17485423647.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,mohla manpur ambagarh chouki district,TOTAL,1489704,1943585092.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,dantewada district,TOTAL,4109498,5292142793.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,durg district,TOTAL,46131278,50087476609.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,gaurela pendra marwahi district,TOTAL,3846023,4058714388.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,gariaband district,TOTAL,5309279,6116941523.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,rajnandgaon district,TOTAL,11985167,14815304020.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,manendragarh chirmiri bharatpur district,TOTAL,4708361,5525870058.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,balrampur ramanujganj district,TOTAL,7301766,9445290457.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,raipur district,TOTAL,91697911,103226232692.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,narayanpur district,TOTAL,1672871,2149575973.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,korea district,TOTAL,3471740,3755040861.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,mungeli district,TOTAL,6989306,7520453378.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,bilaspur district,TOTAL,43384624,44395626306.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,bijapur district,TOTAL,3474036,4751880550.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,bemetara district,TOTAL,7355706,8464687440.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,north bastar kanker district,TOTAL,7960785,10285591305.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,sarangarh bilaigarh district,TOTAL,7437919,8890113670.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,bastar district,TOTAL,12581699,14307879666.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,kondagaon district,TOTAL,4958450,6162636644.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,3,mahasamund district,TOTAL,13361028,16680486907.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\3.json
Chhattisgarh,2024,4,dhamtari district,TOTAL,8020163,11027844256.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,korba district,TOTAL,30926848,31421498172.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,surajpur district,TOTAL,10022781,11253085009.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,khairagarh chhuikhadan gandai district,TOTAL,3297659,4082609119.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,sukma district,TOTAL,2939311,4659623678.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,raigarh district,TOTAL,30678887,32593558173.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,sakti district,TOTAL,10998903,11889316808.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,janjgir champa district,TOTAL,17722590,19531704794.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,jashpur district,TOTAL,9426758,11790980362.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,balod district,TOTAL,7674301,9610045224.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,kabirdham district,TOTAL,10005873,11442234320.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,balodabazar bhatapara district,TOTAL,15838095,18513490225.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,surguja district,TOTAL,18382716,20950529142.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,mohla manpur ambagarh chouki district,TOTAL,1660424,2198218740.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,dantewada district,TOTAL,4677503,6075179313.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,durg district,TOTAL,51512689,56853409760.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,gaurela pendra marwahi district,TOTAL,4377859,4804692962.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,gariaband district,TOTAL,5937674,7704439870.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,rajnandgaon district,TOTAL,13672780,17108527806.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,manendragarh chirmiri bharatpur district,TOTAL,5369689,6426218331.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,balrampur ramanujganj district,TOTAL,8617099,11990994289.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,raipur district,TOTAL,100483587,115791308444.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,narayanpur district,TOTAL,1905423,2452806995.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,korea district,TOTAL,3972297,4363210648.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,mungeli district,TOTAL,8222192,9046199636.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,bilaspur district,TOTAL,49009256,50834715338.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,bijapur district,TOTAL,3946605,5501120401.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,bemetara district,TOTAL,8673679,11019116568.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,north bastar kanker district,TOTAL,9021347,11800056479.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,sarangarh bilaigarh district,TOTAL,8580471,10505825799.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,bastar district,TOTAL,14106488,16391289104.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
Chhattisgarh,2024,4,kondagaon district,TOTAL,5597710,7198071545.0,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\chhattisgarh\2024\4.json
