state,year,month,district,type,count,amount,source_path
Maharashtra,2019,3,raigad district,TOTAL,2748252,4158566617.3787413,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,3,palghar district,TOTAL,2699901,3821592289.5796437,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,3,jalna district,TOTAL,855316,1308056579.4848018,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,3,gondia district,TOTAL,397041,622169383.2018278,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,3,ahmednagar district,TOTAL,2826165,4766032718.090915,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,3,pune district,TOTAL,67093416,78128868958.397,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,3,beed district,TOTAL,855427,1592813356.4192545,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,3,satara district,TOTAL,1590888,2197006792.497435,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\3.json
Maharashtra,2019,4,jalgaon district,TOTAL,2235555,3522575733.969164,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,latur district,TOTAL,1574163,2684939406.6432924,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,thane district,TOTAL,13830713,20280076921.035427,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,bhandara district,TOTAL,556898,805259870.3223202,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,nandurbar district,TOTAL,384764,683745126.3967273,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,chandrapur district,TOTAL,909203,1375587784.4403105,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,kolhapur district,TOTAL,2441776,3475989478.1149535,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,solapur district,TOTAL,3759589,6462184396.413737,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,mumbai district,TOTAL,14329105,29174555412.502365,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,sindhudurg district,TOTAL,254829,370375053.0404189,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,dhule district,TOTAL,960516,1668923516.7419007,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,wardha district,TOTAL,660720,983370585.2997658,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,parbhani district,TOTAL,798141,1325863293.0764506,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,mumbai suburban district,TOTAL,12837253,20156220719.157547,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,hingoli district,TOTAL,400633,652664241.1906353,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,ratnagiri district,TOTAL,446975,659536071.5299144,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,nanded district,TOTAL,1570164,2661286483.782838,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,osmanabad district,TOTAL,1031345,1878342242.4175327,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,nagpur district,TOTAL,8223885,10735621488.951063,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,buldhana district,TOTAL,1362337,2461875481.2815948,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,nashik district,TOTAL,10054198,12613474576.88743,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,akola district,TOTAL,790624,1176167689.9178164,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,yavatmal district,TOTAL,814563,1288427242.8575473,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,aurangabad district,TOTAL,8161133,10014948231.036003,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,amravati district,TOTAL,2436587,3104891522.492619,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,washim district,TOTAL,485744,824112268.4689127,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,sangli district,TOTAL,1588563,2481750506.8464704,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,gadchiroli district,TOTAL,351716,594431236.2992276,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,raigad district,TOTAL,3562595,5355626917.650449,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,palghar district,TOTAL,3271051,4907450613.265228,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,jalna district,TOTAL,1196313,1920892462.687704,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,gondia district,TOTAL,514670,826397018.9859416,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,ahmednagar district,TOTAL,4236391,7088367322.63547,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,pune district,TOTAL,91666565,103270644868.1607,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,beed district,TOTAL,1213228,2276197458.918973,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2019,4,satara district,TOTAL,2348115,3231655556.129589,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2019\4.json
Maharashtra,2020,1,jalgaon district,TOTAL,2925407,4531030323.571831,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,latur district,TOTAL,2119578,3427202030.1985974,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,thane district,TOTAL,15699451,22551048276.307404,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,bhandara district,TOTAL,687372,1008982164.7536879,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,nandurbar district,TOTAL,509151,911013926.0063801,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,chandrapur district,TOTAL,1186408,1689623389.5389361,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,kolhapur district,TOTAL,3119430,4306037466.56257,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,solapur district,TOTAL,4939298,8556069047.344244,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,mumbai district,TOTAL,4716907,8325816941.590815,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,sindhudurg district,TOTAL,322511,452020116.20096815,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,dhule district,TOTAL,1264091,2087577880.1260333,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,wardha district,TOTAL,806699,1183933213.2697446,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,parbhani district,TOTAL,1045807,1692841975.4158022,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,mumbai suburban district,TOTAL,23598054,40462122569.6479,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,hingoli district,TOTAL,519908,822174351.2362058,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,ratnagiri district,TOTAL,588589,815643605.7506857,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,nanded district,TOTAL,2043375,3378753900.7060986,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,osmanabad district,TOTAL,1418537,2444615225.090246,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,nagpur district,TOTAL,10765004,15125508374.006687,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,buldhana district,TOTAL,1755077,3173978679.5048704,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,nashik district,TOTAL,12019521,15505749977.367249,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,akola district,TOTAL,964703,1401166452.6958332,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,yavatmal district,TOTAL,1062147,1665121778.7888567,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,aurangabad district,TOTAL,9438690,11942430956.817465,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,amravati district,TOTAL,2854580,3698477117.9680448,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,washim district,TOTAL,2080496,4501861141.423245,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,sangli district,TOTAL,2093409,3269991688.1702304,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,gadchiroli district,TOTAL,414941,675029110.1633042,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,raigad district,TOTAL,4244606,6091061427.355885,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,palghar district,TOTAL,3821386,5554757052.338003,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,jalna district,TOTAL,1554254,2488830260.000312,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,gondia district,TOTAL,617809,1016032314.1831489,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,ahmednagar district,TOTAL,5518308,9057699649.519627,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,pune district,TOTAL,107497963,119146177775.3236,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,beed district,TOTAL,1616755,2914670396.431482,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,1,satara district,TOTAL,3113859,4120146162.712983,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\1.json
Maharashtra,2020,2,jalgaon district,TOTAL,3727977,6134997055.559946,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,latur district,TOTAL,2772910,4472025609.504336,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,thane district,TOTAL,12230364,18163626280.67061,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,bhandara district,TOTAL,890538,1370441356.1968591,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,nandurbar district,TOTAL,766368,1344237632.9119701,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,chandrapur district,TOTAL,1514383,2085827481.1941326,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,kolhapur district,TOTAL,3390905,4716100903.754046,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,solapur district,TOTAL,6271738,11057370637.178139,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,mumbai district,TOTAL,2837817,4795823345.489866,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,sindhudurg district,TOTAL,452629,550426816.3519356,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,dhule district,TOTAL,1706807,2865405294.685203,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,wardha district,TOTAL,968066,1416490440.0702643,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,parbhani district,TOTAL,1460967,2399924431.431336,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,mumbai suburban district,TOTAL,14673823,26603760478.450813,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,hingoli district,TOTAL,775498,1223636878.0366883,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,ratnagiri district,TOTAL,834955,1029151098.1060637,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,nanded district,TOTAL,2592680,4677507608.453169,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,osmanabad district,TOTAL,2058303,3600377012.9277935,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,nagpur district,TOTAL,8581175,13518590358.37893,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,buldhana district,TOTAL,2419215,4723655180.111789,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,nashik district,TOTAL,11893531,17207891612.65169,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,akola district,TOTAL,1207755,1812714456.7764344,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,yavatmal district,TOTAL,1483416,2245522554.4020457,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,aurangabad district,TOTAL,7820545,11549930061.996231,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,amravati district,TOTAL,2868272,4203630855.781695,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,washim district,TOTAL,2533987,6099370009.250559,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,sangli district,TOTAL,2593679,4046325761.648611,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,gadchiroli district,TOTAL,574657,908122753.1200151,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,raigad district,TOTAL,4056198,5669347658.182283,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,palghar district,TOTAL,4237438,5239353069.683626,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,jalna district,TOTAL,2008102,3307905950.218322,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,gondia district,TOTAL,805107,1384067598.312616,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,ahmednagar district,TOTAL,6617740,11240715303.18826,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,pune district,TOTAL,58840981,94890914730.75931,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,beed district,TOTAL,2593890,4724429309.854979,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,2,satara district,TOTAL,3728345,5079899574.13271,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\2.json
Maharashtra,2020,3,jalgaon district,TOTAL,4687954,8431535730.8163595,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,latur district,TOTAL,3309492,5748283428.37841,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,thane district,TOTAL,16568232,26708998225.097702,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,bhandara district,TOTAL,1083453,1852362108.5443692,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,nandurbar district,TOTAL,910384,1720959142.794833,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,chandrapur district,TOTAL,1910883,2886484302.6107407,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,kolhapur district,TOTAL,4272945,6608568950.738272,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,solapur district,TOTAL,8375851,16121372736.652994,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,mumbai district,TOTAL,3740959,6984270360.019845,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,sindhudurg district,TOTAL,521528,720890129.6463914,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,dhule district,TOTAL,2146455,4076865156.390772,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,wardha district,TOTAL,1171546,1930521487.6155033,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,parbhani district,TOTAL,1886141,3647572014.927022,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,mumbai suburban district,TOTAL,20687558,38421032377.84478,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,hingoli district,TOTAL,921760,1713781075.7712855,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,ratnagiri district,TOTAL,945643,1333106781.0358593,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,nanded district,TOTAL,3194923,6348462429.110924,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,osmanabad district,TOTAL,2489096,4682189937.23473,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,nagpur district,TOTAL,11746960,18854510864.94963,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,buldhana district,TOTAL,2928610,6020031152.408256,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,nashik district,TOTAL,17587671,26675908700.898186,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,akola district,TOTAL,1518861,2574200192.6792965,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,yavatmal district,TOTAL,1743407,3032251175.851321,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,aurangabad district,TOTAL,12231686,19033463159.354687,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,amravati district,TOTAL,3774174,6075582865.198356,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,washim district,TOTAL,2135042,4973062170.693851,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,sangli district,TOTAL,3148369,5477370561.1483555,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,gadchiroli district,TOTAL,678774,1203705611.4544067,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,raigad district,TOTAL,5427408,8380993717.388744,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,palghar district,TOTAL,5046305,7298216466.360155,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,jalna district,TOTAL,2539902,4610124935.89871,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,gondia district,TOTAL,927925,1784236182.421629,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,ahmednagar district,TOTAL,8883332,16593214276.595514,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,pune district,TOTAL,101472134,154366363808.0403,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,beed district,TOTAL,3118322,6611620805.641609,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,3,satara district,TOTAL,4577239,6804965990.2244625,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\3.json
Maharashtra,2020,4,jalgaon district,TOTAL,6985861,12494067001.692066,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,latur district,TOTAL,5323018,9526451376.752083,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,thane district,TOTAL,30073494,43911916102.087776,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,bhandara district,TOTAL,1557214,2686273675.0661483,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,nandurbar district,TOTAL,1339578,2517220918.8553166,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,chandrapur district,TOTAL,2924775,4626249365.961412,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,kolhapur district,TOTAL,6953772,10786069175.176712,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,solapur district,TOTAL,12746918,24047679847.907963,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,mumbai district,TOTAL,7347827,13445000527.76939,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,sindhudurg district,TOTAL,704068,1074666905.9848752,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,dhule district,TOTAL,3259845,6104788321.365406,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,wardha district,TOTAL,1765818,2809665509.7208304,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,parbhani district,TOTAL,2927074,5384672051.2516165,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,mumbai suburban district,TOTAL,31947471,52567087497.07483,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,hingoli district,TOTAL,1323826,2457013063.704149,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,ratnagiri district,TOTAL,1239737,1918661281.470666,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,nanded district,TOTAL,4944241,10129280636.851904,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,osmanabad district,TOTAL,3700883,7067137735.692784,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,nagpur district,TOTAL,17881031,27734234062.40806,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
Maharashtra,2020,4,buldhana district,TOTAL,4315634,8694631794.55773,C:\Phonepe_data\pulse\data\map\transaction\hover\country\india\state\maharashtra\2020\4.json
