state,year,month,registered_users,app_opens,source_path
Dadra & Nagar Haveli & Daman & Diu,2020,4,296493,6196436,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2020\4.json
Dadra & Nagar Haveli & Daman & Diu,2021,1,321396,7302462,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2021\1.json
Dadra & Nagar Haveli & Daman & Diu,2021,2,344994,5062983,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2021\2.json
Dadra & Nagar Haveli & Daman & Diu,2021,3,371874,7162734,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2021\3.json
Dadra & Nagar Haveli & Daman & Diu,2021,4,398963,15009455,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2021\4.json
Dadra & Nagar Haveli & Daman & Diu,2022,1,424570,3910792,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2022\1.json
Dadra & Nagar Haveli & Daman & Diu,2022,2,449016,3886292,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2022\2.json
Dadra & Nagar Haveli & Daman & Diu,2022,3,474807,3837881,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2022\3.json
Dadra & Nagar Haveli & Daman & Diu,2022,4,500125,24066770,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2022\4.json
Dadra & Nagar Haveli & Daman & Diu,2023,1,524617,4471284,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2023\1.json
Dadra & Nagar Haveli & Daman & Diu,2023,2,546364,4086025,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2023\2.json
Dadra & Nagar Haveli & Daman & Diu,2023,3,569035,4449513,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2023\3.json
Dadra & Nagar Haveli & Daman & Diu,2023,4,590760,36579378,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2023\4.json
Dadra & Nagar Haveli & Daman & Diu,2024,1,615863,5967100,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2024\1.json
Dadra & Nagar Haveli & Daman & Diu,2024,2,640724,7489619,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2024\2.json
Dadra & Nagar Haveli & Daman & Diu,2024,3,627815,5429299,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2024\3.json
Dadra & Nagar Haveli & Daman & Diu,2024,4,644550,41947714,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\dadra-&-nagar-haveli-&-daman-&-diu\2024\4.json
Delhi,2018,1,2087022,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2018\1.json
Delhi,2018,2,2756141,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2018\2.json
Delhi,2018,3,3504911,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2018\3.json
Delhi,2018,4,4630313,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2018\4.json
Delhi,2019,1,5499263,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2019\1.json
Delhi,2019,2,6165448,43731570,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2019\2.json
Delhi,2019,3,6782286,163381027,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2019\3.json
Delhi,2019,4,7289883,172682671,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2019\4.json
Delhi,2020,1,7826197,178263986,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2020\1.json
Delhi,2020,2,8391139,142852253,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2020\2.json
Delhi,2020,3,9044174,190025029,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2020\3.json
Delhi,2020,4,9747968,243433752,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2020\4.json
Delhi,2021,1,10467210,281201600,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2021\1.json
Delhi,2021,2,11182699,164997774,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2021\2.json
Delhi,2021,3,11980061,223844376,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2021\3.json
Delhi,2021,4,12785127,345669353,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2021\4.json
Delhi,2022,1,13539197,57524153,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2022\1.json
Delhi,2022,2,14260143,52553080,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2022\2.json
Delhi,2022,3,15009523,49919498,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2022\3.json
Delhi,2022,4,15764149,401864749,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2022\4.json
Delhi,2023,1,16480011,51049789,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2023\1.json
Delhi,2023,2,17103089,51415039,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2023\2.json
Delhi,2023,3,17747167,49593289,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2023\3.json
Delhi,2023,4,18363626,738806624,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2023\4.json
Delhi,2024,1,19067147,80302941,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2024\1.json
Delhi,2024,2,19789096,99756459,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2024\2.json
Delhi,2024,3,18444617,111680825,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2024\3.json
Delhi,2024,4,18900488,952556492,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\delhi\2024\4.json
Goa,2018,1,91936,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2018\1.json
Goa,2018,2,122174,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2018\2.json
Goa,2018,3,153802,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2018\3.json
Goa,2018,4,195350,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2018\4.json
Goa,2019,1,238152,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2019\1.json
Goa,2019,2,278940,1352232,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2019\2.json
Goa,2019,3,317194,4753892,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2019\3.json
Goa,2019,4,353546,6290543,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2019\4.json
Goa,2020,1,391900,7147233,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2020\1.json
Goa,2020,2,430639,5310126,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2020\2.json
Goa,2020,3,474962,6129766,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2020\3.json
Goa,2020,4,527584,10991118,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2020\4.json
Goa,2021,1,570035,15467672,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2021\1.json
Goa,2021,2,609106,12710361,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2021\2.json
Goa,2021,3,653458,16575111,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2021\3.json
Goa,2021,4,697178,28288254,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2021\4.json
Goa,2022,1,738628,18678798,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2022\1.json
Goa,2022,2,777779,19062157,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2022\2.json
Goa,2022,3,817830,19712764,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2022\3.json
Goa,2022,4,855202,43005212,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2022\4.json
Goa,2023,1,892185,22829931,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2023\1.json
Goa,2023,2,926020,20219644,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2023\2.json
Goa,2023,3,961831,24017714,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2023\3.json
Goa,2023,4,995923,64868903,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2023\4.json
Goa,2024,1,1035050,31168316,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2024\1.json
Goa,2024,2,1073516,21359943,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2024\2.json
Goa,2024,3,1114034,49958844,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2024\3.json
Goa,2024,4,1143332,78430745,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\goa\2024\4.json
Gujarat,2018,1,2690048,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2018\1.json
Gujarat,2018,2,3565825,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2018\2.json
Gujarat,2018,3,4433183,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2018\3.json
Gujarat,2018,4,5579040,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2018\4.json
Gujarat,2019,1,6652536,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2019\1.json
Gujarat,2019,2,7574645,34890301,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2019\2.json
Gujarat,2019,3,8429299,129441484,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2019\3.json
Gujarat,2019,4,9323799,147973757,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2019\4.json
Gujarat,2020,1,10259843,165605122,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2020\1.json
Gujarat,2020,2,11392657,155264359,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2020\2.json
Gujarat,2020,3,12467847,184402472,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2020\3.json
Gujarat,2020,4,13605203,230497353,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2020\4.json
Gujarat,2021,1,14670126,264732874,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2021\1.json
Gujarat,2021,2,15735981,282432543,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2021\2.json
Gujarat,2021,3,16946761,379987151,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2021\3.json
Gujarat,2021,4,18139201,487846209,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2021\4.json
Gujarat,2022,1,19265314,521776939,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2022\1.json
Gujarat,2022,2,20321596,609943436,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2022\2.json
Gujarat,2022,3,21394721,699121904,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2022\3.json
Gujarat,2022,4,22412353,790984595,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2022\4.json
Gujarat,2023,1,23436230,918468944,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2023\1.json
Gujarat,2023,2,24396768,1057626015,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2023\2.json
Gujarat,2023,3,25383429,1679035143,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2023\3.json
Gujarat,2023,4,26312655,1950081065,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2023\4.json
Gujarat,2024,1,27381972,2391800188,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2024\1.json
Gujarat,2024,2,28439885,2418997443,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2024\2.json
Gujarat,2024,3,29082108,2873083540,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2024\3.json
Gujarat,2024,4,29861641,2406424143,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\gujarat\2024\4.json
Haryana,2018,1,1847357,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2018\1.json
Haryana,2018,2,2447221,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2018\2.json
Haryana,2018,3,3020398,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2018\3.json
Haryana,2018,4,3793079,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2018\4.json
Haryana,2019,1,4538767,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2019\1.json
Haryana,2019,2,5178030,31929195,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2019\2.json
Haryana,2019,3,5783752,118332587,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2019\3.json
Haryana,2019,4,6366679,136721888,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2019\4.json
Haryana,2020,1,7018770,157793468,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2020\1.json
Haryana,2020,2,7682878,143650123,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2020\2.json
Haryana,2020,3,8398816,188614769,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2020\3.json
Haryana,2020,4,9129873,236101307,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2020\4.json
Haryana,2021,1,9827905,266686683,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2021\1.json
Haryana,2021,2,10530594,234052506,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2021\2.json
Haryana,2021,3,11325336,296884105,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2021\3.json
Haryana,2021,4,12116439,442176987,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2021\4.json
Haryana,2022,1,12866988,217228467,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2022\1.json
Haryana,2022,2,13576065,236091309,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2022\2.json
Haryana,2022,3,14303933,265475161,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2022\3.json
Haryana,2022,4,14994944,556898878,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2022\4.json
Haryana,2023,1,15688161,264946266,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2023\1.json
Haryana,2023,2,16314236,298037706,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2023\2.json
Haryana,2023,3,16956489,327497074,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2023\3.json
Haryana,2023,4,17556642,904482321,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2023\4.json
Haryana,2024,1,18248263,356852975,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2024\1.json
Haryana,2024,2,18932084,495253484,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2024\2.json
Haryana,2024,3,18527288,701589813,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2024\3.json
Haryana,2024,4,19051114,1381829141,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\haryana\2024\4.json
Himachal Pradesh,2018,1,227373,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2018\1.json
Himachal Pradesh,2018,2,315299,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2018\2.json
Himachal Pradesh,2018,3,407634,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2018\3.json
Himachal Pradesh,2018,4,526343,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2018\4.json
Himachal Pradesh,2019,1,653205,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2019\1.json
Himachal Pradesh,2019,2,772603,3321711,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2019\2.json
Himachal Pradesh,2019,3,876184,10720741,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2019\3.json
Himachal Pradesh,2019,4,985945,12637904,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2019\4.json
Himachal Pradesh,2020,1,1106025,14640104,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2020\1.json
Himachal Pradesh,2020,2,1249867,16125580,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2020\2.json
Himachal Pradesh,2020,3,1378634,18411750,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2020\3.json
Himachal Pradesh,2020,4,1508766,22001148,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2020\4.json
Himachal Pradesh,2021,1,1622951,24228094,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2021\1.json
Himachal Pradesh,2021,2,1743151,43269977,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2021\2.json
Himachal Pradesh,2021,3,1880626,52970288,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2021\3.json
Himachal Pradesh,2021,4,2013747,47670982,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2021\4.json
Himachal Pradesh,2022,1,2143483,77278278,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2022\1.json
Himachal Pradesh,2022,2,2264407,102488683,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2022\2.json
Himachal Pradesh,2022,3,2381576,108832538,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2022\3.json
Himachal Pradesh,2022,4,2483076,72355717,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2022\4.json
Himachal Pradesh,2023,1,2594668,111702044,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2023\1.json
Himachal Pradesh,2023,2,2706470,136774775,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2023\2.json
Himachal Pradesh,2023,3,2816046,189307777,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2023\3.json
Himachal Pradesh,2023,4,2924952,163694473,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2023\4.json
Himachal Pradesh,2024,1,3050141,231634797,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2024\1.json
Himachal Pradesh,2024,2,3172766,291406931,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2024\2.json
Himachal Pradesh,2024,3,2953068,277032020,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2024\3.json
Himachal Pradesh,2024,4,3040819,168576863,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\himachal-pradesh\2024\4.json
Jammu & Kashmir,2018,1,176425,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2018\1.json
Jammu & Kashmir,2018,2,261609,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2018\2.json
Jammu & Kashmir,2018,3,342529,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2018\3.json
Jammu & Kashmir,2018,4,436563,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2018\4.json
Jammu & Kashmir,2019,1,530669,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2019\1.json
Jammu & Kashmir,2019,2,631193,2705373,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2019\2.json
Jammu & Kashmir,2019,3,658455,3843919,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2019\3.json
Jammu & Kashmir,2019,4,673367,998572,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2019\4.json
Jammu & Kashmir,2020,1,735408,4476894,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2020\1.json
Jammu & Kashmir,2020,2,845294,9856653,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2020\2.json
Jammu & Kashmir,2020,3,949819,11443454,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2020\3.json
Jammu & Kashmir,2020,4,1079022,16018751,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2020\4.json
Jammu & Kashmir,2021,1,1174818,18834009,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2021\1.json
Jammu & Kashmir,2021,2,1261267,34274559,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2021\2.json
Jammu & Kashmir,2021,3,1359860,45025197,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2021\3.json
Jammu & Kashmir,2021,4,1456810,36012148,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2021\4.json
Jammu & Kashmir,2022,1,1549320,62115857,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2022\1.json
Jammu & Kashmir,2022,2,1635570,89986310,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2022\2.json
Jammu & Kashmir,2022,3,1719185,109346235,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2022\3.json
Jammu & Kashmir,2022,4,1793434,60205865,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2022\4.json
Jammu & Kashmir,2023,1,1873039,134828711,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2023\1.json
Jammu & Kashmir,2023,2,1953132,209249141,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2023\2.json
Jammu & Kashmir,2023,3,2031447,283204829,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2023\3.json
Jammu & Kashmir,2023,4,2108166,186302862,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2023\4.json
Jammu & Kashmir,2024,1,2195803,342579321,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2024\1.json
Jammu & Kashmir,2024,2,2279903,425109975,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2024\2.json
Jammu & Kashmir,2024,3,4161840,376570012,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2024\3.json
Jammu & Kashmir,2024,4,4288583,246569412,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jammu-&-kashmir\2024\4.json
Jharkhand,2018,1,885762,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2018\1.json
Jharkhand,2018,2,1230599,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2018\2.json
Jharkhand,2018,3,1532362,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2018\3.json
Jharkhand,2018,4,1913949,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2018\4.json
Jharkhand,2019,1,2279329,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2019\1.json
Jharkhand,2019,2,2604854,14929066,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2019\2.json
Jharkhand,2019,3,2915511,55504460,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2019\3.json
Jharkhand,2019,4,3281371,70181789,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2019\4.json
Jharkhand,2020,1,3651393,74014713,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2020\1.json
Jharkhand,2020,2,4061035,76339276,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2020\2.json
Jharkhand,2020,3,4480027,99318784,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2020\3.json
Jharkhand,2020,4,4917938,126310835,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2020\4.json
Jharkhand,2021,1,5313049,141731331,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2021\1.json
Jharkhand,2021,2,5701503,184234107,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2021\2.json
Jharkhand,2021,3,6151843,230475998,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2021\3.json
Jharkhand,2021,4,6596196,284960009,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2021\4.json
Jharkhand,2022,1,7025275,331355981,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2022\1.json
Jharkhand,2022,2,7426174,379053485,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2022\2.json
Jharkhand,2022,3,7836429,414228860,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2022\3.json
Jharkhand,2022,4,8217638,396098729,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2022\4.json
Jharkhand,2023,1,8609107,585808867,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2023\1.json
Jharkhand,2023,2,8980709,657119942,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2023\2.json
Jharkhand,2023,3,9360730,806517236,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2023\3.json
Jharkhand,2023,4,9707336,658553048,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2023\4.json
Jharkhand,2024,1,10118149,1389086946,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2024\1.json
Jharkhand,2024,2,10501982,1583300137,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2024\2.json
Jharkhand,2024,3,11771265,1330121440,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2024\3.json
Jharkhand,2024,4,12212421,1018664763,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\jharkhand\2024\4.json
Karnataka,2018,1,3717763,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2018\1.json
Karnataka,2018,2,5030665,0,C:\Phonepe_data\pulse\data\aggregated\user\country\india\state\karnataka\2018\2.json
